Month-Year,Yield Type,Trend Score
4-2019,Cowpea,55
4-2019,Potato,49
4-2019,Radish,19
4-2019,Pepper,35
4-2019,Cowpea,34
4-2019,Radish,49
4-2019,Pepper,14
4-2019,Ginger,31
4-2019,Pumpkin,19
4-2019,Cardamon,18
4-2019,Leak,50
4-2019,Corn,41
4-2019,Ginger,69
4-2019,Chilies,30
4-2019,Chilies,23
4-2019,Potato,35
4-2019,Cocoa,74
4-2019,Cocoa,95
4-2019,Radish,64
4-2019,Tomato,74
4-2019,Corn,64
4-2019,Cowpea,28
4-2019,Pepper,21
4-2019,Garlic,88
4-2019,Ginger,47
4-2019,Radish,50
4-2019,Radish,30
4-2019,Cowpea,67
4-2019,Corn,10
4-2019,Garlic,88
4-2019,Ginger,20
4-2019,Onion,19
4-2019,Leak,62
4-2019,Onion,10
4-2019,Corn,65
4-2019,Tomato,86
4-2019,Cardamon,56
4-2019,Corn,57
4-2019,Cocoa,82
4-2019,Chilies,63
4-2019,Corn,33
4-2019,Garlic,85
4-2019,Potato,59
4-2019,Chilies,18
4-2019,Corn,67
4-2019,Cowpea,57
4-2019,Cocoa,79
4-2019,Pumpkin,38
4-2019,Tomato,80
4-2019,Tomato,93
4-2019,Cocoa,70
4-2019,Radish,20
4-2019,Corn,27
4-2019,Chilies,62
4-2019,Cardamon,69
4-2019,Leak,50
4-2019,Cocoa,79
4-2019,Pepper,22
4-2019,Pepper,62
4-2019,Onion,49
4-2019,Radish,70
4-2019,Potato,57
4-2019,Ginger,47
4-2019,Chilies,50
4-2019,Radish,34
4-2019,Cocoa,96
4-2019,Cardamon,35
4-2019,Corn,50
4-2019,Cocoa,91
4-2019,Cocoa,88
4-2019,Cardamon,50
4-2019,Pumpkin,57
4-2019,Leak,33
4-2019,Cocoa,100
4-2019,Onion,45
4-2019,Potato,43
4-2019,Potato,41
4-2019,Corn,10
4-2019,Potato,13
4-2019,Pepper,65
4-2019,Ginger,30
4-2019,Cocoa,80
4-2019,Radish,12
4-2019,Ginger,38
4-2019,Potato,43
4-2019,Cowpea,11
4-2019,Potato,45
4-2019,Onion,34
4-2019,Tomato,85
4-2019,Cocoa,87
4-2019,Cardamon,10
4-2019,Potato,25
4-2019,Cowpea,57
4-2019,Tomato,92
4-2019,Radish,70
4-2019,Radish,15
4-2019,Cardamon,24
4-2019,Tomato,83
4-2019,Cocoa,91
4-2019,Ginger,29
4-2019,Tomato,70
4-2019,Cardamon,65
4-2019,Pumpkin,55
4-2019,Onion,68
4-2019,Pepper,47
4-2019,Pepper,32
4-2019,Pepper,25
4-2019,Cowpea,54
4-2019,Cocoa,82
4-2019,Cardamon,38
4-2019,Chilies,63
4-2019,Tomato,88
4-2019,Ginger,49
4-2019,Ginger,14
4-2019,Leak,55
4-2019,Cardamon,55
4-2019,Leak,65
4-2019,Cardamon,50
4-2019,Pepper,26
4-2019,Cardamon,37
4-2019,Radish,68
4-2019,Chilies,59
4-2019,Cardamon,32
4-2019,Potato,56
4-2019,Ginger,61
4-2019,Radish,65
4-2019,Potato,60
4-2019,Pepper,24
4-2019,Leak,53
4-2019,Garlic,74
4-2019,Radish,25
4-2019,Ginger,18
4-2019,Leak,33
4-2019,Cardamon,51
4-2019,Chilies,69
4-2019,Chilies,35
4-2019,Cowpea,51
4-2019,Cowpea,27
4-2019,Chilies,36
4-2019,Pepper,60
4-2019,Potato,25
4-2019,Cocoa,74
4-2019,Tomato,97
4-2019,Pumpkin,34
4-2019,Pumpkin,30
4-2019,Pumpkin,25
4-2019,Ginger,69
4-2019,Garlic,79
4-2019,Garlic,86
4-2019,Ginger,43
4-2019,Cocoa,70
4-2019,Leak,66
4-2019,Cowpea,64
4-2019,Potato,44
4-2019,Pumpkin,38
4-2019,Leak,63
4-2019,Ginger,19
4-2019,Cardamon,66
4-2019,Pepper,19
4-2019,Onion,53
4-2019,Onion,70
4-2019,Leak,15
4-2019,Radish,47
4-2019,Cardamon,69
4-2019,Onion,24
4-2019,Garlic,94
4-2019,Onion,29
4-2019,Pepper,38
4-2019,Cocoa,97
4-2019,Cardamon,67
4-2019,Ginger,45
4-2019,Pumpkin,41
4-2019,Pepper,47
4-2019,Tomato,91
4-2019,Cowpea,67
4-2019,Tomato,93
4-2019,Radish,27
4-2019,Radish,38
4-2019,Corn,28
4-2019,Corn,55
4-2019,Leak,38
4-2019,Cocoa,87
4-2019,Cocoa,99
4-2019,Garlic,71
4-2019,Pumpkin,55
4-2019,Corn,39
4-2019,Pepper,37
4-2019,Cocoa,95
4-2019,Cocoa,100
4-2019,Leak,20
4-2019,Pumpkin,35
4-2019,Radish,28
4-2019,Pumpkin,31
4-2019,Radish,15
4-2019,Corn,10
4-2019,Cowpea,53
4-2019,Garlic,90
4-2019,Pepper,20
4-2019,Corn,56
4-2019,Tomato,80
4-2019,Leak,52
4-2019,Corn,54
4-2019,Onion,64
4-2019,Chilies,11
4-2019,Pepper,67
4-2019,Cocoa,76
4-2019,Potato,59
4-2019,Tomato,87
4-2019,Leak,16
4-2019,Cardamon,38
4-2019,Garlic,99
4-2019,Cowpea,65
4-2019,Cowpea,69
4-2019,Potato,26
4-2019,Potato,27
4-2019,Radish,15
4-2019,Onion,43
4-2019,Cocoa,99
4-2019,Pumpkin,60
4-2019,Ginger,19
4-2019,Garlic,72
4-2019,Pumpkin,39
4-2019,Cardamon,44
4-2019,Cocoa,94
4-2019,Corn,20
4-2019,Cardamon,46
4-2019,Cowpea,28
4-2019,Radish,28
4-2019,Pumpkin,22
4-2019,Radish,40
4-2019,Garlic,80
4-2019,Corn,50
4-2019,Leak,68
4-2019,Radish,24
4-2019,Chilies,23
4-2019,Cocoa,100
4-2019,Garlic,97
4-2019,Chilies,58
4-2019,Leak,60
4-2019,Pumpkin,55
4-2019,Leak,23
4-2019,Garlic,93
4-2019,Cowpea,11
4-2019,Radish,56
4-2019,Potato,27
4-2019,Pumpkin,20
4-2019,Cowpea,36
4-2019,Tomato,88
4-2019,Radish,14
4-2019,Radish,10
4-2019,Leak,53
4-2019,Cardamon,43
4-2019,Cowpea,13
4-2019,Tomato,84
4-2019,Pumpkin,35
4-2019,Ginger,70
4-2019,Radish,22
4-2019,Pumpkin,62
4-2019,Garlic,70
4-2019,Ginger,50
4-2019,Cardamon,41
4-2019,Cardamon,35
4-2019,Chilies,61
4-2019,Cowpea,52
4-2019,Ginger,50
4-2019,Potato,42
4-2019,Garlic,73
4-2019,Potato,47
4-2019,Ginger,66
4-2019,Onion,57
4-2019,Ginger,40
4-2019,Leak,56
4-2019,Ginger,26
4-2019,Cowpea,36
4-2019,Corn,14
4-2019,Radish,12
4-2019,Pepper,61
4-2019,Cardamon,25
4-2019,Corn,61
4-2019,Tomato,78
4-2019,Cardamon,47
4-2019,Garlic,93
4-2019,Radish,59
4-2019,Ginger,35
4-2019,Leak,30
4-2019,Pumpkin,10
4-2019,Cocoa,83
4-2019,Pumpkin,57
4-2019,Cardamon,66
4-2019,Chilies,57
4-2019,Radish,39
4-2019,Cardamon,13
4-2019,Pepper,26
4-2019,Corn,64
4-2019,Chilies,18
4-2019,Ginger,36
4-2019,Tomato,85
4-2019,Radish,15
4-2019,Onion,59
4-2019,Onion,34
4-2019,Chilies,27
4-2019,Leak,36
4-2019,Potato,13
4-2019,Corn,50
4-2019,Cowpea,38
4-2019,Chilies,19
4-2019,Potato,60
4-2019,Garlic,70
4-2019,Onion,24
4-2019,Corn,49
4-2019,Garlic,84
4-2019,Cardamon,55
4-2019,Cocoa,97
4-2019,Garlic,78
4-2019,Pepper,53
4-2019,Pumpkin,11
4-2019,Cocoa,99
4-2019,Cowpea,45
4-2019,Chilies,40
4-2019,Garlic,91
4-2019,Tomato,90
4-2019,Leak,57
4-2019,Corn,41
4-2019,Chilies,67
4-2019,Tomato,76
4-2019,Cocoa,80
4-2019,Tomato,82
4-2019,Pumpkin,12
4-2019,Onion,24
4-2019,Ginger,24
4-2019,Ginger,59
4-2019,Cardamon,11
4-2019,Ginger,52
4-2019,Cardamon,30
4-2019,Cardamon,29
4-2019,Potato,64
4-2019,Leak,28
4-2019,Cardamon,68
4-2019,Cardamon,40
4-2019,Ginger,34
4-2019,Onion,53
4-2019,Pumpkin,29
4-2019,Corn,50
4-2019,Chilies,15
4-2019,Pumpkin,20
4-2019,Potato,69
4-2019,Potato,32
4-2019,Potato,68
4-2019,Pumpkin,53
4-2019,Garlic,89
4-2019,Cocoa,71
4-2019,Ginger,29
4-2019,Tomato,99
4-2019,Garlic,82
4-2019,Pepper,12
4-2019,Cardamon,26
4-2019,Corn,35
4-2019,Garlic,86
4-2019,Leak,20
4-2019,Radish,55
4-2019,Cocoa,87
4-2019,Pepper,19
4-2019,Radish,20
4-2019,Onion,70
4-2019,Cocoa,75
4-2019,Pumpkin,32
4-2019,Corn,53
4-2019,Pepper,29
4-2019,Tomato,92
4-2019,Garlic,97
4-2019,Corn,47
4-2019,Potato,49
4-2019,Cardamon,15
4-2019,Radish,68
4-2019,Cardamon,48
4-2019,Garlic,78
4-2019,Cardamon,46
4-2019,Pumpkin,20
4-2019,Cardamon,13
4-2019,Tomato,87
4-2019,Corn,51
4-2019,Chilies,52
4-2019,Corn,54
4-2019,Pepper,22
4-2019,Corn,49
4-2019,Pepper,18
4-2019,Chilies,49
4-2019,Pumpkin,12
4-2019,Ginger,40
4-2019,Cardamon,12
4-2019,Onion,61
4-2019,Potato,17
4-2019,Onion,10
4-2019,Chilies,54
4-2019,Pepper,68
4-2019,Garlic,71
4-2019,Radish,63
4-2019,Leak,47
4-2019,Pumpkin,11
4-2019,Ginger,66
4-2019,Cowpea,60
4-2019,Leak,64
4-2019,Pepper,64
4-2019,Tomato,91
4-2019,Leak,45
4-2019,Leak,45
4-2019,Cardamon,47
4-2019,Pumpkin,66
4-2019,Pepper,41
4-2019,Potato,61
4-2019,Pepper,50
4-2019,Cowpea,61
4-2019,Ginger,60
4-2019,Cocoa,71
4-2019,Garlic,89
4-2019,Corn,18
4-2019,Cowpea,28
4-2019,Radish,54
4-2019,Tomato,72
4-2019,Cowpea,35
4-2019,Leak,30
4-2019,Ginger,20
4-2019,Cocoa,71
4-2019,Radish,39
4-2019,Pepper,18
4-2019,Potato,18
4-2019,Tomato,84
4-2019,Onion,16
4-2019,Chilies,68
4-2019,Pepper,22
4-2019,Leak,13
4-2019,Cocoa,89
4-2019,Chilies,18
4-2019,Leak,44
4-2019,Cocoa,77
4-2019,Potato,22
4-2019,Radish,40
4-2019,Cardamon,26
4-2019,Onion,67
4-2019,Potato,37
4-2019,Ginger,51
4-2019,Radish,41
4-2019,Pepper,35
4-2019,Cowpea,54
4-2019,Garlic,86
4-2019,Tomato,94
4-2019,Garlic,77
4-2019,Leak,27
4-2019,Cowpea,19
4-2019,Chilies,55
4-2019,Corn,70
4-2019,Potato,15
4-2019,Ginger,68
4-2019,Onion,48
4-2019,Cowpea,36
4-2019,Potato,15
4-2019,Leak,58
4-2019,Garlic,99
4-2019,Ginger,12
4-2019,Corn,65
4-2019,Potato,49
4-2019,Onion,41
4-2019,Chilies,30
4-2019,Onion,33
4-2019,Garlic,76
4-2019,Pumpkin,18
4-2019,Cardamon,23
4-2019,Cowpea,27
4-2019,Leak,58
4-2019,Onion,62
4-2019,Chilies,53
4-2019,Potato,16
4-2019,Onion,23
4-2019,Pumpkin,49
4-2019,Cocoa,92
4-2019,Leak,44
4-2019,Chilies,69
4-2019,Cowpea,60
4-2019,Potato,16
4-2019,Radish,59
4-2019,Potato,58
4-2019,Pepper,20
4-2019,Pumpkin,54
4-2019,Leak,64
4-2019,Tomato,98
4-2019,Ginger,22
4-2019,Cowpea,10
4-2019,Onion,59
4-2019,Radish,36
4-2019,Corn,29
4-2019,Tomato,75
4-2019,Cocoa,75
4-2019,Ginger,61
4-2019,Onion,20
4-2019,Tomato,95
4-2019,Leak,16
4-2019,Cowpea,30
4-2019,Pepper,59
4-2019,Pepper,33
4-2019,Potato,31
4-2019,Corn,11
4-2019,Cowpea,59
4-2019,Potato,32
4-2019,Pumpkin,55
4-2019,Leak,31
4-2019,Ginger,69
4-2019,Garlic,71
4-2019,Cowpea,30
4-2019,Potato,70
4-2019,Tomato,94
4-2019,Leak,66
4-2019,Cardamon,18
4-2019,Leak,20
4-2019,Tomato,76
4-2019,Pumpkin,15
4-2019,Leak,35
4-2019,Onion,51
4-2019,Cowpea,41
4-2019,Radish,57
4-2019,Chilies,54
4-2019,Onion,54
4-2019,Pepper,50
4-2019,Tomato,91
4-2019,Cardamon,62
4-2019,Cocoa,100
4-2019,Garlic,77
4-2019,Onion,67
5-2019,Ginger,34
5-2019,Cocoa,22
5-2019,Cardamon,25
5-2019,Corn,45
5-2019,Cowpea,78
5-2019,Cardamon,24
5-2019,Potato,71
5-2019,Potato,96
5-2019,Leak,32
5-2019,Cowpea,94
5-2019,Pumpkin,91
5-2019,Chilies,99
5-2019,Corn,61
5-2019,Tomato,12
5-2019,Potato,98
5-2019,Leak,10
5-2019,Tomato,49
5-2019,Radish,64
5-2019,Ginger,40
5-2019,Cowpea,82
5-2019,Radish,21
5-2019,Corn,63
5-2019,Leak,15
5-2019,Pepper,15
5-2019,Cardamon,57
5-2019,Cardamon,12
5-2019,Corn,40
5-2019,Ginger,66
5-2019,Garlic,22
5-2019,Cocoa,52
5-2019,Chilies,78
5-2019,Radish,69
5-2019,Leak,56
5-2019,Pumpkin,85
5-2019,Potato,83
5-2019,Pepper,65
5-2019,Cocoa,20
5-2019,Cardamon,46
5-2019,Cardamon,35
5-2019,Corn,19
5-2019,Onion,14
5-2019,Cocoa,34
5-2019,Chilies,99
5-2019,Leak,70
5-2019,Chilies,73
5-2019,Ginger,54
5-2019,Tomato,34
5-2019,Ginger,49
5-2019,Cowpea,84
5-2019,Pepper,64
5-2019,Pepper,58
5-2019,Pumpkin,92
5-2019,Corn,43
5-2019,Chilies,94
5-2019,Tomato,59
5-2019,Leak,11
5-2019,Chilies,100
5-2019,Ginger,48
5-2019,Corn,70
5-2019,Tomato,55
5-2019,Onion,52
5-2019,Radish,19
5-2019,Garlic,49
5-2019,Cocoa,21
5-2019,Corn,52
5-2019,Pepper,24
5-2019,Pumpkin,98
5-2019,Potato,94
5-2019,Garlic,48
5-2019,Radish,21
5-2019,Onion,20
5-2019,Tomato,12
5-2019,Garlic,23
5-2019,Cardamon,54
5-2019,Cowpea,99
5-2019,Onion,70
5-2019,Leak,69
5-2019,Leak,16
5-2019,Ginger,37
5-2019,Pepper,42
5-2019,Chilies,91
5-2019,Cardamon,39
5-2019,Chilies,85
5-2019,Pepper,38
5-2019,Leak,11
5-2019,Garlic,41
5-2019,Pepper,48
5-2019,Cowpea,98
5-2019,Cocoa,32
5-2019,Onion,42
5-2019,Corn,22
5-2019,Potato,77
5-2019,Garlic,29
5-2019,Tomato,41
5-2019,Tomato,48
5-2019,Pepper,22
5-2019,Tomato,13
5-2019,Cocoa,33
5-2019,Pumpkin,98
5-2019,Garlic,15
5-2019,Corn,41
5-2019,Potato,84
5-2019,Ginger,28
5-2019,Onion,46
5-2019,Ginger,40
5-2019,Corn,47
5-2019,Onion,26
5-2019,Pepper,48
5-2019,Cowpea,72
5-2019,Ginger,32
5-2019,Cowpea,86
5-2019,Onion,31
5-2019,Pepper,31
5-2019,Corn,57
5-2019,Leak,61
5-2019,Cocoa,32
5-2019,Corn,21
5-2019,Cocoa,52
5-2019,Chilies,97
5-2019,Potato,79
5-2019,Cocoa,29
5-2019,Garlic,51
5-2019,Chilies,75
5-2019,Garlic,68
5-2019,Ginger,57
5-2019,Tomato,16
5-2019,Radish,29
5-2019,Pepper,10
5-2019,Garlic,38
5-2019,Onion,28
5-2019,Chilies,85
5-2019,Cowpea,96
5-2019,Tomato,14
5-2019,Pumpkin,78
5-2019,Pumpkin,72
5-2019,Leak,28
5-2019,Ginger,69
5-2019,Pumpkin,93
5-2019,Pumpkin,89
5-2019,Tomato,22
5-2019,Leak,19
5-2019,Cocoa,29
5-2019,Onion,14
5-2019,Radish,13
5-2019,Radish,58
5-2019,Cowpea,70
5-2019,Chilies,85
5-2019,Cardamon,33
5-2019,Pepper,25
5-2019,Corn,31
5-2019,Ginger,22
5-2019,Pepper,10
5-2019,Potato,94
5-2019,Cocoa,31
5-2019,Ginger,61
5-2019,Potato,84
5-2019,Potato,74
5-2019,Onion,68
5-2019,Leak,16
5-2019,Onion,55
5-2019,Corn,10
5-2019,Cowpea,96
5-2019,Cocoa,39
5-2019,Cardamon,27
5-2019,Cardamon,57
5-2019,Tomato,34
5-2019,Garlic,46
5-2019,Radish,38
5-2019,Pumpkin,72
5-2019,Onion,28
5-2019,Garlic,46
5-2019,Radish,62
5-2019,Cowpea,98
5-2019,Cocoa,23
5-2019,Cowpea,84
5-2019,Cocoa,47
5-2019,Chilies,72
5-2019,Cardamon,65
5-2019,Potato,84
5-2019,Radish,67
5-2019,Corn,65
5-2019,Corn,51
5-2019,Onion,63
5-2019,Pumpkin,77
5-2019,Ginger,16
5-2019,Onion,29
5-2019,Onion,35
5-2019,Radish,54
5-2019,Pumpkin,71
5-2019,Pepper,49
5-2019,Leak,55
5-2019,Corn,58
5-2019,Pumpkin,94
5-2019,Cocoa,58
5-2019,Pepper,60
5-2019,Onion,59
5-2019,Cardamon,16
5-2019,Corn,40
5-2019,Onion,23
5-2019,Cardamon,67
5-2019,Pumpkin,74
5-2019,Tomato,16
5-2019,Cowpea,73
5-2019,Cowpea,89
5-2019,Garlic,59
5-2019,Cocoa,15
5-2019,Pepper,41
5-2019,Pepper,11
5-2019,Corn,23
5-2019,Pepper,27
5-2019,Garlic,52
5-2019,Pepper,22
5-2019,Cowpea,99
5-2019,Cowpea,100
5-2019,Cardamon,15
5-2019,Pumpkin,82
5-2019,Pepper,26
5-2019,Pumpkin,82
5-2019,Pumpkin,93
5-2019,Onion,52
5-2019,Onion,32
5-2019,Corn,64
5-2019,Chilies,73
5-2019,Cocoa,65
5-2019,Pepper,26
5-2019,Cardamon,68
5-2019,Cardamon,60
5-2019,Tomato,48
5-2019,Onion,10
5-2019,Cardamon,10
5-2019,Onion,62
5-2019,Radish,33
5-2019,Ginger,42
5-2019,Ginger,21
5-2019,Pumpkin,82
5-2019,Potato,98
5-2019,Ginger,32
5-2019,Garlic,66
5-2019,Ginger,34
5-2019,Radish,44
5-2019,Garlic,22
5-2019,Pumpkin,84
5-2019,Chilies,94
5-2019,Cardamon,29
5-2019,Leak,31
5-2019,Radish,18
5-2019,Ginger,54
5-2019,Corn,20
5-2019,Pumpkin,94
5-2019,Leak,56
5-2019,Pepper,35
5-2019,Pumpkin,76
5-2019,Chilies,89
5-2019,Cardamon,23
5-2019,Cocoa,14
5-2019,Pumpkin,82
5-2019,Pumpkin,75
5-2019,Leak,35
5-2019,Cardamon,46
5-2019,Cocoa,24
5-2019,Corn,37
5-2019,Pumpkin,82
5-2019,Leak,12
5-2019,Pumpkin,89
5-2019,Tomato,52
5-2019,Radish,30
5-2019,Pepper,32
5-2019,Corn,27
5-2019,Leak,51
5-2019,Chilies,76
5-2019,Cowpea,91
5-2019,Pepper,28
5-2019,Leak,12
5-2019,Garlic,47
5-2019,Ginger,30
5-2019,Garlic,30
5-2019,Garlic,33
5-2019,Onion,56
5-2019,Potato,82
5-2019,Leak,43
5-2019,Chilies,79
5-2019,Corn,17
5-2019,Leak,65
5-2019,Cardamon,69
5-2019,Onion,45
5-2019,Pumpkin,86
5-2019,Pepper,66
5-2019,Garlic,40
5-2019,Radish,42
5-2019,Chilies,71
5-2019,Garlic,46
5-2019,Radish,43
5-2019,Tomato,54
5-2019,Garlic,51
5-2019,Garlic,32
5-2019,Potato,95
5-2019,Radish,28
5-2019,Corn,23
5-2019,Onion,14
5-2019,Cocoa,29
5-2019,Cocoa,56
5-2019,Onion,10
5-2019,Ginger,38
5-2019,Pepper,48
5-2019,Chilies,79
5-2019,Ginger,42
5-2019,Radish,62
5-2019,Onion,24
5-2019,Onion,36
5-2019,Cocoa,44
5-2019,Cardamon,47
5-2019,Pepper,23
5-2019,Corn,62
5-2019,Cocoa,12
5-2019,Cardamon,37
5-2019,Tomato,47
5-2019,Chilies,82
5-2019,Potato,99
5-2019,Leak,52
5-2019,Cocoa,26
5-2019,Potato,91
5-2019,Garlic,30
5-2019,Cocoa,47
5-2019,Tomato,40
5-2019,Corn,31
5-2019,Pumpkin,79
5-2019,Cocoa,43
5-2019,Potato,95
5-2019,Corn,42
5-2019,Chilies,92
5-2019,Leak,11
5-2019,Corn,27
5-2019,Corn,57
5-2019,Cowpea,92
5-2019,Radish,49
5-2019,Pumpkin,81
5-2019,Radish,33
5-2019,Cocoa,40
5-2019,Cocoa,69
5-2019,Leak,41
5-2019,Cardamon,26
5-2019,Leak,42
5-2019,Cardamon,69
5-2019,Cowpea,75
5-2019,Cowpea,94
5-2019,Pumpkin,83
5-2019,Pepper,54
5-2019,Corn,40
5-2019,Leak,47
5-2019,Tomato,43
5-2019,Leak,49
5-2019,Corn,13
5-2019,Onion,31
5-2019,Ginger,58
5-2019,Ginger,63
5-2019,Tomato,20
5-2019,Pepper,52
5-2019,Cocoa,33
5-2019,Cocoa,12
5-2019,Radish,36
5-2019,Pumpkin,76
5-2019,Potato,98
5-2019,Chilies,93
5-2019,Corn,24
5-2019,Cowpea,91
5-2019,Leak,49
5-2019,Corn,21
5-2019,Cocoa,66
5-2019,Garlic,27
5-2019,Potato,72
5-2019,Leak,39
5-2019,Cocoa,22
5-2019,Cocoa,35
5-2019,Onion,40
5-2019,Cardamon,51
5-2019,Cowpea,71
5-2019,Pumpkin,79
5-2019,Garlic,22
5-2019,Garlic,63
5-2019,Tomato,40
5-2019,Garlic,31
5-2019,Chilies,74
5-2019,Onion,27
5-2019,Cowpea,98
5-2019,Corn,30
5-2019,Cardamon,60
5-2019,Radish,19
5-2019,Ginger,54
5-2019,Leak,17
5-2019,Pepper,58
5-2019,Pumpkin,73
5-2019,Radish,26
5-2019,Cowpea,86
5-2019,Chilies,85
5-2019,Leak,52
5-2019,Garlic,53
5-2019,Cowpea,91
5-2019,Potato,93
5-2019,Tomato,23
5-2019,Leak,61
5-2019,Cardamon,54
5-2019,Potato,76
5-2019,Chilies,81
5-2019,Leak,30
5-2019,Garlic,45
5-2019,Potato,91
5-2019,Ginger,32
5-2019,Potato,96
5-2019,Cowpea,84
5-2019,Leak,19
5-2019,Potato,88
5-2019,Onion,43
5-2019,Cardamon,41
5-2019,Chilies,72
5-2019,Radish,32
5-2019,Pumpkin,73
5-2019,Leak,44
5-2019,Ginger,18
5-2019,Garlic,40
5-2019,Radish,30
5-2019,Cowpea,81
5-2019,Radish,40
5-2019,Corn,53
5-2019,Tomato,43
5-2019,Corn,70
5-2019,Ginger,22
5-2019,Potato,78
5-2019,Garlic,51
5-2019,Cardamon,48
5-2019,Onion,58
5-2019,Onion,39
5-2019,Corn,61
5-2019,Cowpea,97
5-2019,Corn,30
5-2019,Cowpea,89
5-2019,Ginger,59
5-2019,Potato,93
5-2019,Corn,57
5-2019,Corn,45
5-2019,Cardamon,14
5-2019,Cowpea,79
5-2019,Cardamon,66
5-2019,Corn,45
5-2019,Cardamon,62
5-2019,Pepper,52
5-2019,Ginger,28
5-2019,Potato,84
5-2019,Leak,45
5-2019,Radish,22
5-2019,Cowpea,76
5-2019,Cowpea,77
5-2019,Cocoa,39
5-2019,Pumpkin,81
5-2019,Ginger,29
5-2019,Leak,42
5-2019,Leak,64
5-2019,Cowpea,91
5-2019,Cardamon,47
5-2019,Onion,41
5-2019,Tomato,38
5-2019,Ginger,15
5-2019,Tomato,46
5-2019,Garlic,50
5-2019,Chilies,73
5-2019,Leak,66
5-2019,Chilies,70
5-2019,Pumpkin,72
5-2019,Radish,65
5-2019,Ginger,59
5-2019,Cocoa,66
5-2019,Corn,14
5-2019,Garlic,57
5-2019,Garlic,48
5-2019,Onion,28
5-2019,Radish,16
5-2019,Cocoa,16
5-2019,Cardamon,61
5-2019,Potato,80
5-2019,Radish,49
5-2019,Ginger,28
5-2019,Onion,17
5-2019,Corn,18
5-2019,Leak,26
5-2019,Tomato,32
5-2019,Cowpea,75
5-2019,Cardamon,33
5-2019,Cardamon,28
5-2019,Onion,67
5-2019,Ginger,67
5-2019,Cocoa,42
5-2019,Leak,52
5-2019,Radish,26
5-2019,Tomato,10
5-2019,Pepper,14
5-2019,Corn,45
5-2019,Ginger,32
5-2019,Tomato,41
5-2019,Cocoa,58
5-2019,Chilies,92
5-2019,Leak,45
5-2019,Leak,57
5-2019,Cowpea,88
5-2019,Chilies,82
5-2019,Corn,33
5-2019,Tomato,31
5-2019,Potato,91
5-2019,Tomato,36
5-2019,Leak,12
5-2019,Chilies,91
5-2019,Onion,35
5-2019,Potato,98
5-2019,Tomato,50
5-2019,Potato,76
5-2019,Pepper,13
5-2019,Potato,89
5-2019,Leak,44
5-2019,Pumpkin,90
5-2019,Chilies,86
5-2019,Potato,96
5-2019,Chilies,100
5-2019,Cardamon,63
5-2019,Pumpkin,87
5-2019,Tomato,11
5-2019,Cocoa,51
5-2019,Radish,49
5-2019,Cardamon,37
5-2019,Chilies,91
5-2019,Tomato,62
5-2019,Radish,10
5-2019,Chilies,81
5-2019,Onion,67
5-2019,Potato,74
5-2019,Ginger,63
5-2019,Chilies,91
5-2019,Chilies,82
5-2019,Cocoa,23
5-2019,Tomato,18
5-2019,Cardamon,13
5-2019,Cardamon,22
5-2019,Leak,50
5-2019,Pumpkin,82
5-2019,Pepper,10
5-2019,Radish,33
5-2019,Tomato,34
5-2019,Onion,33
5-2019,Cocoa,27
5-2019,Cowpea,96
5-2019,Leak,59
5-2019,Chilies,71
5-2019,Garlic,18
5-2019,Tomato,16
5-2019,Cocoa,53
5-2019,Potato,77
5-2019,Cocoa,38
5-2019,Pepper,41
5-2019,Chilies,74
5-2019,Ginger,30
5-2019,Potato,85
5-2019,Pumpkin,82
5-2019,Cocoa,57
5-2019,Chilies,73
5-2019,Chilies,74
5-2019,Ginger,61
5-2019,Pepper,24
5-2019,Garlic,67
5-2019,Leak,70
5-2019,Garlic,42
5-2019,Potato,90
5-2019,Corn,18
5-2019,Pumpkin,93
5-2019,Garlic,19
5-2019,Pepper,53
5-2019,Cardamon,54
5-2019,Corn,57
5-2019,Cowpea,83
5-2019,Leak,54
5-2019,Cowpea,79
5-2019,Onion,16
5-2019,Cardamon,53
5-2019,Pumpkin,73
5-2019,Onion,31
5-2019,Tomato,11
5-2019,Corn,57
5-2019,Chilies,74
5-2019,Cocoa,34
5-2019,Corn,67
5-2019,Radish,56
5-2019,Leak,15
5-2019,Leak,35
5-2019,Chilies,77
5-2019,Leak,52
5-2019,Tomato,21
5-2019,Corn,29
5-2019,Leak,47
5-2019,Cardamon,18
5-2019,Radish,10
5-2019,Cocoa,44
5-2019,Potato,92
5-2019,Pepper,28
5-2019,Radish,29
5-2019,Leak,54
5-2019,Cardamon,28
5-2019,Cardamon,68
5-2019,Ginger,48
5-2019,Corn,16
5-2019,Potato,88
5-2019,Corn,52
5-2019,Potato,82
5-2019,Potato,96
5-2019,Corn,26
5-2019,Pepper,68
5-2019,Garlic,41
5-2019,Cowpea,79
5-2019,Pepper,57
5-2019,Radish,37
5-2019,Radish,15
5-2019,Cocoa,33
5-2019,Cardamon,50
5-2019,Chilies,72
5-2019,Garlic,25
5-2019,Cocoa,68
5-2019,Radish,69
5-2019,Onion,51
5-2019,Cocoa,27
5-2019,Garlic,17
5-2019,Cardamon,50
5-2019,Onion,57
5-2019,Cocoa,26
5-2019,Ginger,55
5-2019,Chilies,84
5-2019,Pepper,41
5-2019,Pepper,39
5-2019,Chilies,73
5-2019,Chilies,88
5-2019,Potato,81
5-2019,Tomato,12
5-2019,Chilies,99
5-2019,Pepper,23
5-2019,Tomato,16
